Symbol,Company Name,Industry,Market Cap
IMKTA,"Ingles Markets,",Food & Staples Retailing,2200
INDB,Independent Bank,Banks,3950
INFA,Informatica,Software,4910
INGR,Ingredion,Food Products,5690
INMD,InMode,Health Care Equipment & Supplies,3200
INSM,Insmed,Biotechnology,2730
INSP,Inspire Medical Systems,Health Care Technology,6700
INST,Instructure Holdings,Software-Application,2880
IONQ,"IonQ, Inc.",Computer Hardware,2380
IONS,Ionis Pharmaceuticals,Biotechnology,4580
IOSP,Innospec,Chemicals,2340
IOT,Samsara,Software-Infrastructure,7770
IOVA,Iovance Biotherapeutics,Biotechnology,2140
IPAR,Inter Parfums,Personal Products,2740
IPGP,IPG Photonics,"Electronic Equipment, Instruments & C...",5570
IQ,iQIYI,Entertainment,3540
IRDM,Iridium Communications,Diversified Telecommunication Services,5040
IRT,Independence Realty Trust,Equity Real Estate Investment Trusts ...,5890
IRTC,iRhythm Technologies,Health Care Equipment & Supplies,3980
IS,ironSource,Software-Application,6920
ISBC,Investors Bancorp,Banks,3880
ITCI,Intra-Cellular Therapies,Pharmaceuticals,5250
ITGR,Integer Holdings,Health Care Equipment & Supplies,2680
ITRI,Itron,"Electronic Equipment, Instruments & C...",2130
ITT,ITT Inc.,Machinery,6860
IVZ,Invesco,Capital Markets,8940
JAMF,Jamf Holding,Software,3910
JAZZ,Jazz Pharmaceuticals,Pharmaceuticals,9530
JBGS,JBG SMITH Properties,Equity Real Estate Investment Trusts ...,3550
JBL,Jabil,"Electronic Equipment, Instruments & C...",7860
JBLU,JetBlue Airways,Airlines,4230
JBT,John Bean Technologies,Machinery,3470
JEF,Jefferies Financial Group,Diversified Financial Services,7970
JHG,Janus Henderson Group,Capital Markets,5120
JJSF,J & J Snack Foods,Food Products,3130
JKS,JinkoSolar Holding Company,Semiconductors & Semiconductor Equipment,2450
JOBS,51job,Professional Services,3790
JOBY,Joby Aviation,Airports & Air Services,2800
JOE,The St. Joe Company,Real Estate Management & Development,3340
JW-A,John Wiley & Sons,Media,2750
JW-B,John Wiley & Sons,Publishing,2800
JWN,Nordstrom,Multiline Retail,3870
JXN,Jackson Financial,Asset Management,3570
KAI,Kadant,Machinery,2290
KAR,KAR Auction Services,Commercial Services & Supplies,2170
KBH,KB Home,Household Durables,3430
KBR,"KBR, Inc.",IT Services,7700
KD,Kyndryl Holdings,Information Technology Services,2660
KEN,Kenon Holdings,Independent Power and Renewable Elect...,3020
KEX,Kirby,Marine,4200
KFY,Korn Ferry,Professional Services,3470
KGC,Kinross Gold,Metals & Mining,7090
KIND,Nextdoor Holdings,Internet Content & Information,2070
KLIC,Kulicke & Soffa Industries,Semiconductors & Semiconductor Equipment,3190
KMPR,Kemper,Insurance,3330
KMT,Kennametal,Machinery,2530
KNBE,KnowBe4,Software-Infrastructure,5780
KNSL,Kinsale Capital Group,Insurance,4950
KNX,Knight-Swift Transportation Holdings,Road & Rail,9050
KOS,Kosmos Energy,"Oil, Gas & Consumable Fuels",2560
KRC,Kilroy Realty,Equity Real Estate Investment Trusts ...,8470
KRG,Kite Realty Group Trust,Equity Real Estate Investment Trusts ...,5010
KRNT,Kornit Digital,Machinery,3990
KRTX,Karuna Therapeutics,Biotechnology,2950
KSS,Kohl's,Multiline Retail,8180
KT,KT Corporation,Diversified Telecommunication Services,6170
KTB,Kontoor Brands,"Textiles, Apparel & Luxury Goods",2610
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,2490
KW,Kennedy-Wilson Holdings,Real Estate Management & Development,3030
KWR,Quaker Chemical,Chemicals,3190
LAC,Lithium Americas,Metals & Mining,3310
LAD,Lithia Motors,Specialty Retail,9960
LANC,Lancaster Colony,Food Products,4480
LAUR,Laureate Education,Diversified Consumer Services,2030
LAZ,Lazard,Capital Markets,3350
LAZR,Luminar Technologies,Auto Components,4740
LBRT,Liberty Oilfield Services,Energy Equipment & Services,2640
LCII,LCI Industries,Auto Components,3050
LEA,Lear Corporation,Auto Components,8550
LECO,Lincoln Electric Holdings,Machinery,7540
LEG,Leggett & Platt,Household Durables,4990
LEGN,Legend Biotech,Biotechnology,5390
LESL,Leslie's,Home Improvement Retail,3700
LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",7810
LFG,Archaea Energy,Utilities-Renewable,2080
LFST,Lifestance Health Group,Medical Care Facilities,3190
LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",6060
LGF-A,Lions Gate Entertainment,Entertainment,3180
LGF-B,Lions Gate Entertainment,Entertainment,3180
LGIH,LGI Homes,Household Durables,3050
LHCG,LHC Group,Health Care Providers & Services,4340
LII,Lennox International,Building Products,9880
LILA,Liberty Latin America,Diversified Telecommunication Services,2300
LILAK,Liberty Latin America,Media,2300
LITE,Lumentum Holdings,Communications Equipment,6740
LIVN,LivaNova,Health Care Equipment & Supplies,4080
LNTH,Lantheus Holdings,Health Care Equipment & Supplies,3720
LOB,Live Oak Bancshares,Banks,2660
LOPE,Grand Canyon Education,Diversified Consumer Services,3130
LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",5460
LPRO,Open Lending,Capital Markets,2330
LPX,Louisiana-Pacific,Paper & Forest Products,6080
LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,7870
LSPD,Lightspeed Commerce,Software,3490
LSTR,Landstar System,Road & Rail,5840
LTH,Life Time Group Holdings,Leisure,2670
LTHM,Livent,Chemicals,3290
LW,Lamb Weston Holdings,Food Products,8760
LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,4550
LZ,LegalZoom.com,Internet Content & Information,2760
M,Macy's,Multiline Retail,7250
MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,3400
MAIN,Main Street Capital,Capital Markets,3060
MAN,ManpowerGroup,Professional Services,5110
MANH,Manhattan Associates,Software,8260
MANT,ManTech International,IT Services,3500
MANU,Manchester United,Entertainment,2010
MARA,Marathon Digital Holdings,IT Services,2340
MASI,Masimo,Health Care Equipment & Supplies,8340
MAT,Mattel,Leisure Products,8550
MATX,Matson,Marine,4370
MAXR,Maxar Technologies,Aerospace & Defense,2500
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,4660
MC,Moelis & Company,Capital Markets,3240
MCW,Mister Car Wash,Personal Services,4550
MCY,Mercury General,Insurance,2990
MDC,M.D.C. Holdings,Household Durables,3160
MDRX,Allscripts Healthcare Solutions,Health Care Technology,2490
MDU,MDU Resources Group,Multi-Utilities,5380
MED,Medifast,Personal Products,2150
MEDP,Medpace Holdings,Life Sciences Tools & Services,5410
MEOH,Methanex,Chemicals,3870
MGEE,MGE Energy,Electric Utilities,2740
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",7660
MHK,Mohawk Industries,Household Durables,8940
MIDD,The Middleby Corporation,Machinery,9340
MIME,Mimecast,Software,5340
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,8130
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",4580
MLI,Mueller Industries,Machinery,3180
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2880
MMS,Maximus,IT Services,4870
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3650
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2380
MNDT,Mandiant,Software,4650
MNDY,monday.com,Software-Application,5940
MNSO,Miniso Group Holding,Specialty Retail,2820
MNTV,Momentive Global,Software,2290
MODV,ModivCare,Health Care Providers & Services,2240
MOG-A,Moog Inc.,Aerospace & Defense,2640
MOG-B,Moog Inc.,Aerospace & Defense,2660
MP,MP Materials,Metals & Mining,6910
MPLN,MultiPlan,Healthcare Plans,2740
MQ,Marqeta,Software-Infrastructure,5130
MRCY,Mercury Systems,Aerospace & Defense,3960
MRTX,Mirati Therapeutics,Biotechnology,4690
MSA,MSA Safety,Commercial Services & Supplies,5500
MSGE,Madison Square Garden Entertainment,Entertainment,2490
MSGS,Madison Square Garden Sports,Entertainment,3970
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4440
MSP,Datto Holding,Software,3830
MSTR,MicroStrategy,Software,4630
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6320
MTG,MGIC Investment,Thrifts & Mortgage Finance,4610
MTH,Meritage Homes,Household Durables,3650
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9860
MTOR,Meritor,Machinery,2510
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,4130
MTX,Minerals Technologies,Chemicals,2210
MTZ,MasTec,Construction & Engineering,5720
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",5770
MUSA,Murphy USA,Specialty Retail,4500
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,4300
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2190
NARI,Inari Medical,Health Care Equipment & Supplies,4960
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5200
NAVI,Navient,Consumer Finance,2510
NBIX,Neurocrine Biosciences,Biotechnology,8400
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",7450
NCNO,nCino,Software,4750
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",4960
NEO,NeoGenomics,Life Sciences Tools & Services,2420
NEOG,Neogen,Health Care Equipment & Supplies,3850
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6720
NEU,NewMarket,Chemicals,3440
NEWR,New Relic,Software,4210
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2020
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",7170
NFG,National Fuel Gas Company,Gas Utilities,5980
NG,NovaGold Resources,Metals & Mining,2490
NGVT,Ingevity,Chemicals,2460
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2560
NJR,New Jersey Resources,Gas Utilities,4350
NKLA,Nikola,Machinery,2870
NLSN,Nielsen Holdings,Professional Services,6080
NMRK,Newmark Group,Real Estate Management & Development,3220
NNI,Nelnet,Consumer Finance,3120
NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,7620
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",2150
NOMD,Nomad Foods,Food Products,4050
NOV,NOV Inc.,Energy Equipment & Services,7190
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2110
NOVT,Novanta,"Electronic Equipment, Instruments & C...",4770
NPO,EnPro Industries,Machinery,2140
NRG,NRG Energy,Independent Power and Renewable Elect...,9100
NRZ,New Residential Investment,Mortgage Real Estate Investment Trust...,4760
NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts ...,8100
NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3650
NSP,Insperity,Professional Services,3450
NTCO,Natura &Co Holding,Personal Products,5970
NTCT,NetScout Systems,Communications Equipment,2340
NTLA,Intellia Therapeutics,Biotechnology,5780
NTNX,Nutanix,Software,5430
NTRA,Natera,Biotechnology,5670
NUS,Nu Skin Enterprises,Personal Products,2370
NUVA,NuVasive,Health Care Equipment & Supplies,2890
NVAX,Novavax,Biotechnology,5470
NVCR,Novocure,Health Care Equipment & Supplies,7510
NVEI,Nuvei,Software-Infrastructure,6740
NVMI,Nova Ltd.,Semiconductors & Semiconductor Equipment,2870
NVRO,Nevro,Health Care Equipment & Supplies,2570
NVST,Envista Holdings,Health Care Equipment & Supplies,7510
NVT,nVent Electric,Electrical Equipment,5590
NWE,NorthWestern,Multi-Utilities,3340
NWL,Newell Brands,Household Durables,9850
NXE,NexGen Energy,"Oil, Gas & Consumable Fuels",2430
NXRT,NexPoint Residential Trust,Equity Real Estate Investment Trusts ...,4510
NXST,Nexstar Media Group,Media,7510
NYCB,New York Community Bancorp,Thrifts & Mortgage Finance,5300
NYT,The New York Times Company,Media,7670
OAS,Oasis Petroleum,"Oil, Gas & Consumable Fuels",2850
OC,Owens Corning,Building Products,8610
OCDX,Ortho Clinical Diagnostics Holdings,Health Care Equipment & Supplies,4100
ODP,The ODP Corporation,Specialty Retail,2100
OFC,Corporate Office Properties Trust,Equity Real Estate Investment Trusts ...,3140
OGE,OGE Energy,Electric Utilities,7970
OGN,Organon & Co.,Pharmaceuticals,9930
OGS,ONE Gas,Gas Utilities,4690
OHI,Omega Healthcare Investors,Equity Real Estate Investment Trusts ...,6940
OLED,Universal Display,Semiconductors & Semiconductor Equipment,7570
OLK,Olink Holding AB (publ),Diagnostics & Research,2030
OLLI,Ollie's Bargain Outlet Holdings,Multiline Retail,2860
OLN,Olin Corporation,Chemicals,7440
OLO,"Olo, Inc.",Software-Application,2100
OM,Outset Medical,Medical Devices,2040
OMAB,Grupo Aeroportuario del Centro Norte,Transportation Infrastructure,2750
OMCL,Omnicell,Health Care Technology,5980
OMF,OneMain Holdings,Consumer Finance,6030
OMI,Owens & Minor,Health Care Providers & Services,3230
ONB,Old National Bancorp,Banks,5150
ONEM,1Life Healthcare,Health Care Equipment & Supplies,2050
ONON,On Holding AG,Apparel Retail,7070
ONTO,Onto Innovation,Semiconductors & Semiconductor Equipment,3880
OPCH,Option Care Health,Medical Care Facilities,4720
OPEN,Opendoor Technologies,Real Estate Management & Development,4190
OPK,OPKO Health,Biotechnology,2110
OR,Osisko Gold Royalties,Metals & Mining,2280
ORA,Ormat Technologies,Independent Power and Renewable Elect...,4000
ORCC,Owl Rock Capital,Capital Markets,5860
ORI,Old Republic International,Insurance,8120
OSH,Oak Street Health,Health Care Providers & Services,5350
OSK,Oshkosh,Machinery,7080
OSTK,Overstock.com,Internet & Direct Marketing Retail,2220
OTLY,Oatly Group AB,Beverages-Non-Alcoholic,3700
OTTR,Otter Tail,Electric Utilities,2630
OUT,OUTFRONT Media,Equity Real Estate Investment Trusts ...,4360
OWL,Blue Owl Capital,Asset Management,4980
OZK,Bank OZK,Banks,5360
OZON,Ozon Holdings,Internet & Direct Marketing Retail,2510
PAA,"Plains All American Pipeline,","Oil, Gas & Consumable Fuels",7660
PAAS,Pan American Silver,Metals & Mining,5610
PAC,Grupo Aeroportuario del Pacifico,Transportation Infrastructure,6980
PACB,Pacific Biosciences of California,Life Sciences Tools & Services,2360
PACW,PacWest Bancorp,Banks,5270
PAG,Penske Automotive Group,Specialty Retail,7580
PAGP,Plains GP Holdings LP,"Oil, Gas & Consumable Fuels",2830
PAGS,PagSeguro Digital,IT Services,4730
PAX,Patria Investments,Asset Management,2220
PAY,Paymentus Holdings,"Electronic Equipment, Instruments & C...",2610
PB,Prosperity Bancshares,Banks,6550
PBCT,People's United Financial,Banks,8690
PBF,PBF Energy,"Oil, Gas & Consumable Fuels",2430
PBH,Prestige Consumer Healthcare,Pharmaceuticals,2970
PCH,PotlatchDeltic,Equity Real Estate Investment Trusts ...,3790
PCOR,Procore Technologies,Software-Application,8330
PCRX,Pacira Biosciences,Pharmaceuticals,3240
PD,PagerDuty,Software,2700
PDCE,PDC Energy,"Oil, Gas & Consumable Fuels",6810
PDCO,Patterson Companies,Health Care Providers & Services,3100
PDM,Piedmont Office Realty Trust,Equity Real Estate Investment Trusts ...,2110
PEB,Pebblebrook Hotel Trust,Equity Real Estate Investment Trusts ...,2900
PECO,Phillips Edison & Company,REIT-Retail,4400
PEGA,Pegasystems,Software,6710
PEN,Penumbra,Health Care Equipment & Supplies,8570
PENN,Penn National Gaming,"Hotels, Restaurants & Leisure",7800
PFGC,Performance Food Group Company,Food & Staples Retailing,8510
PFSI,PennyMac Financial Services,Thrifts & Mortgage Finance,3290
PGNY,Progyny,Health Care Providers & Services,4070
PGRE,Paramount Group,Equity Real Estate Investment Trusts ...,2370
PHI,PLDT Inc.,Wireless Telecommunication Services,7720
PII,Polaris,Leisure Products,7070
PINC,Premier,Health Care Providers & Services,6360
PIPR,Piper Sandler Companies,Capital Markets,2480
PK,Park Hotels & Resorts,Equity Real Estate Investment Trusts ...,4270
PLAN,Anaplan,Software,7250
PLAY,Dave & Buster's Entertainment,"Hotels, Restaurants & Leisure",2110
PLNT,Planet Fitness,"Hotels, Restaurants & Leisure",7230
PLTK,Playtika Holding,Electronic Gaming & Multimedia,7290
PLXS,Plexus,"Electronic Equipment, Instruments & C...",2260
PNFP,Pinnacle Financial Partners,Banks,7210
PNM,PNM Resources,Electric Utilities,3930
PNR,Pentair,Machinery,9340
PNW,Pinnacle West Capital,Electric Utilities,8410
POR,Portland General Electric Company,Electric Utilities,4810
POST,Post Holdings,Food Products,6400
POWI,Power Integrations,Semiconductors & Semiconductor Equipment,5110
PPBI,Pacific Premier Bancorp,Banks,3390
PPC,Pilgrim's Pride,Food Products,5560
PRFT,Perficient,IT Services,3490
PRGO,Perrigo Company,Pharmaceuticals,4980
PRI,Primerica,Insurance,4920
PRK,Park National,Banks,2140
PRVA,Privia Health Group,Health Information Services,2720
PSB,PS Business Parks,Equity Real Estate Investment Trusts ...,4470
PSEC,Prospect Capital,Capital Markets,3170
PSFE,Paysafe,Information Technology Services,2160
PSMT,PriceSmart,Food & Staples Retailing,2400
PSN,Parsons,Aerospace & Defense,3730
PSO,Pearson,Media,6190
PSTG,Pure Storage,"Technology Hardware, Storage & Periph...",8530
PSTH,Pershing Square Tontine Holdings,Diversified Financial Services,3960
PSXP,Phillips 66 Partners LP,"Oil, Gas & Consumable Fuels",9760
PTCT,PTC Therapeutics,Biotechnology,2380
PTEN,Patterson-UTI Energy,Energy Equipment & Services,3250
PTON,Peloton Interactive,Leisure Products,7790
PVG,Pretium Resources,Metals & Mining,2800
PVH,PVH Corp.,"Textiles, Apparel & Luxury Goods",5540
PWSC,PowerSchool Holdings,Software-Application,3130
PYCR,Paycor HCM,Software-Application,4760
PZZA,Papa John's International,"Hotels, Restaurants & Leisure",3690
QDEL,Quidel,Health Care Equipment & Supplies,4160
QFIN,360 DigiTech,Consumer Finance,2600
QLYS,Qualys,Software,5040
QS,QuantumScape,Auto Components,6370
QTWO,Q2 Holdings,Software,3530
R,Ryder System,Road & Rail,4250
RAMP,LiveRamp Holdings,IT Services,2800
RARE,Ultragenyx Pharmaceutical,Biotechnology,4580
RBA,Ritchie Bros. Auctioneers,Commercial Services & Supplies,6320
RCM,R1 RCM,Health Care Providers & Services,7450
RCUS,Arcus Biosciences,Biotechnology,2440
RDFN,Redfin,Real Estate Management & Development,2140
RDN,Radian Group,Thrifts & Mortgage Finance,4230
RDY,Dr. Reddy's Laboratories,Pharmaceuticals,8420
REGI,Renewable Energy Group,"Oil, Gas & Consumable Fuels",3070
RES,"RPC, Inc.",Energy Equipment & Services,2090
REYN,Reynolds Consumer Products,Packaging & Containers,6390
REZI,Resideo Technologies,Building Products,3610
RGA,Reinsurance Group of America,Insurance,6920
RGEN,Repligen,Life Sciences Tools & Services,9890
RGLD,Royal Gold,Metals & Mining,8440
RH,RH,Specialty Retail,7870
RHP,Ryman Hospitality Properties,Equity Real Estate Investment Trusts ...,4840
RIG,Transocean,Energy Equipment & Services,2780
RKLB,Rocket Lab USA,Aerospace & Defense,3790
RL,Ralph Lauren,"Textiles, Apparel & Luxury Goods",8260
RLAY,Relay Therapeutics,Biotechnology,2370
RLGY,Realogy Holdings,Real Estate Management & Development,2020
RLI,RLI Corp.,Insurance,4690
RLJ,RLJ Lodging Trust,Equity Real Estate Investment Trusts ...,2200
RLX,RLX Technology,Tobacco,4130
RMBS,Rambus,Semiconductors & Semiconductor Equipment,3070
RNR,RenaissanceRe Holdings,Insurance,6420
RNW,ReNew Energy Global,Utilities-Renewable,2970
ROG,Rogers,"Electronic Equipment, Instruments & C...",5130
ROIC,Retail Opportunity Investments,Equity Real Estate Investment Trusts ...,2260
ROIV,Roivant Sciences,Biotechnology,3920
ROLL,RBC Bearings,Machinery,5660
RPD,Rapid7,Software,6170
RRC,Range Resources,"Oil, Gas & Consumable Fuels",6940
RRR,Red Rock Resorts,"Hotels, Restaurants & Leisure",2920
RSI,Rush Street Interactive,Gambling,2200
RUN,SunRun,Electrical Equipment,5490
RUSHA,Rush Enterprises,Trading Companies & Distributors,2780
RUSHB,Rush Enterprises,Auto & Truck Dealerships,2820
RVLV,Revolve Group,Internet & Direct Marketing Retail,3220
RXT,Rackspace Technology,Software-Infrastructure,2160
RYAN,Ryan Specialty Group Holdings,Insurance-Specialty,4500
RYN,Rayonier,Equity Real Estate Investment Trusts ...,6010
SABR,Sabre,IT Services,3010
SAFE,Safehold,Equity Real Estate Investment Trusts ...,3450
SAFM,Sanderson Farms,Food Products,4010
SAGE,Sage Therapeutics,Biotechnology,2080
SAH,Sonic Automotive,Specialty Retail,2060
SAIA,"Saia, Inc.",Road & Rail,6990
SAIC,Science Applications International,IT Services,5230
SAIL,SailPoint Technologies Holdings,Software,4320
SAM,The Boston Beer Company,Beverages,4620
SANM,Sanmina,"Electronic Equipment, Instruments & C...",2530
SASR,Sandy Spring Bancorp,Banks,2060
SAVE,Spirit Airlines,Airlines,2420
SBCF,Seacoast Banking Corporation of Florida,Banks,2070
SBGI,Sinclair Broadcast Group,Media,2070
SBLK,Star Bulk Carriers,Marine,2890
SBRA,Sabra Health Care REIT,Equity Real Estate Investment Trusts ...,3100
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,Water Utilities,5710
SCL,Stepan Company,Chemicals,2300
SDGR,Schrodinger,Health Care Technology,2290
SEAS,SeaWorld Entertainment,"Hotels, Restaurants & Leisure",4910
SEB,Seaboard,Food Products,4370
SEE,Sealed Air,Containers & Packaging,9800
SEIC,SEI Investments Company,Capital Markets,8020
SEM,Select Medical Holdings,Health Care Providers & Services,3190
SF,Stifel Financial,Capital Markets,7230
SFBS,ServisFirst Bancshares,Banks,4750
SFM,Sprouts Farmers Market,Food & Staples Retailing,3730
SFNC,Simmons First National,Banks,3110
SG,Sweetgreen,Insurance,3230
SGFY,Signify Health,Health Information Services,2990
SGHC,Super Group (SGHC),Gambling,4110
SGMS,Scientific Games,"Hotels, Restaurants & Leisure",5740
SGRY,Surgery Partners,Health Care Providers & Services,4840
SHAK,Shake Shack,"Hotels, Restaurants & Leisure",3070
SHC,Sotera Health Company,Diagnostics & Research,5730
SHI,Sinopec Shanghai Petrochemical Company,Chemicals,5490
SHLX,Shell Midstream Partners,"Oil, Gas & Consumable Fuels",5540
SHO,Sunstone Hotel Investors,Equity Real Estate Investment Trusts ...,2350
SHOO,Steven Madden,"Textiles, Apparel & Luxury Goods",3320
SI,Silvergate Capital,Banks,3350
SID,Companhia Siderurgica Nacional,Metals & Mining,7620
SIG,Signet Jewelers,Specialty Retail,3610
SIGI,Selective Insurance Group,Insurance,5030
SIM,Grupo Simec,Metals & Mining,4630
SIMO,Silicon Motion Technology,Semiconductors & Semiconductor Equipment,2480
SITC,SITE Centers,Equity Real Estate Investment Trusts ...,3380
SITE,SiteOne Landscape Supply,Trading Companies & Distributors,7590
SITM,SiTime,Semiconductors & Semiconductor Equipment,3860
SIX,Six Flags Entertainment,"Hotels, Restaurants & Leisure",3550
SJI,South Jersey Industries,Gas Utilities,4060
SJW,SJW Group,Water Utilities,2060
SKIN,The Beauty Health Company,Household & Personal Products,2910
SKX,Skechers USA,"Textiles, Apparel & Luxury Goods",6250
SKY,Skyline Champion,Household Durables,3990
SLAB,Silicon Laboratories,Semiconductors & Semiconductor Equipment,5370
SLG,SL Green Realty,Equity Real Estate Investment Trusts ...,5170
SLGN,Silgan Holdings,Containers & Packaging,4620
SLM,SLM Corporation,Consumer Finance,5110
SM,SM Energy Company,"Oil, Gas & Consumable Fuels",4860
SMAR,Smartsheet,Software,6590
SMCI,Super Micro Computer,"Technology Hardware, Storage & Periph...",2140
SMG,The Scotts Miracle-Gro Company,Chemicals,7680
SMPL,The Simply Good Foods Company,Food Products,3930
SMTC,Semtech,Semiconductors & Semiconductor Equipment,4280
SNDR,Schneider National,Road & Rail,4780
SNV,Synovus Financial,Banks,7090
SOFI,SoFi Technologies,Credit Services,8000
SON,Sonoco Products Company,Containers & Packaging,5570
SONO,Sonos,Household Durables,3270
SPB,Spectrum Brands Holdings,Household Products,3600
SPCE,Virgin Galactic Holdings,Aerospace & Defense,2310
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,4710
SPSC,SPS Commerce,Software,4520
SPT,Sprout Social,Software,3440
SPWR,SunPower,Semiconductors & Semiconductor Equipment,3020
SPXC,SPX Corporation,Machinery,2240
SQSP,Squarespace,Software-Infrastructure,3160
SR,Spire,Gas Utilities,3660
SRAD,Sportradar Group AG,Software-Application,3760
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,6060
SRCL,Stericycle,Commercial Services & Supplies,5340
SRPT,Sarepta Therapeutics,Biotechnology,6920
SSB,South State,Banks,6430
SSD,Simpson Manufacturing Company,Building Products,5150
SSRM,SSR Mining,Metals & Mining,4440
SSTK,Shutterstock,Internet & Direct Marketing Retail,3270
SSU,SIGNA Sports United,Specialty Retail,2420
ST,Sensata Technologies Holding,Electrical Equipment,8820
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3890
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,7130
STEP,StepStone Group,Asset Management,2050
STER,Sterling Check,Software-Infrastructure,2150
STGW,Stagwell,Advertising Agencies,2350
STN,Stantec,Professional Services,5430
STNE,StoneCo,IT Services,3160
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,8460
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4420
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7450
SUM,Summit Materials,Construction Materials,3460
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3570
SWAV,ShockWave Medical,Health Care Equipment & Supplies,6280
SWCH,Switch,IT Services,6630
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",6000
SWTX,Springworks Therapeutics,Biotechnology,2520
SWX,Southwest Gas Holdings,Gas Utilities,4500
SXT,Sensient Technologies,Chemicals,3330
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,8890
SYNH,Syneos Health,Life Sciences Tools & Services,8270
TAC,TransAlta,Independent Power and Renewable Elect...,2670
TASK,TaskUs,Information Technology Services,2990
TBK,Triumph Bancorp,Banks,2390
TCBI,Texas Capital Bancshares,Banks,3200
TDC,Teradata,Software,5080
TDS,Telephone & Data Systems,Wireless Telecommunication Services,2040
TENB,Tenable Holdings,Software,6270
TEO,Telecom Argentina,Diversified Telecommunication Services,2170
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,8310
TEX,Terex,Machinery,2670
TFII,TFI International,Road & Rail,9640
TFSL,TFS Financial,Thrifts & Mortgage Finance,4840
TGNA,Tegna,Media,4970
THC,Tenet Healthcare,Health Care Providers & Services,9790
THG,The Hanover Insurance Group,Insurance,5090
THO,Thor Industries,Automobiles,4900
THRM,Gentherm,Auto Components,2330
THS,TreeHouse Foods,Food Products,2080
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2130
TIMB,TIM S.A.,Telecom Services,6200
TIXT,TELUS International,Software-Infrastructure,6380
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,3280
TKR,The Timken Company,Machinery,4800
TLRY,Tilray,Pharmaceuticals,2630
TME,Tencent Music Entertainment Group,Entertainment,8390
TMHC,Taylor Morrison Home,Household Durables,3990
TMX,Terminix Global Holdings,Personal Services,5250
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,7170
TNET,TriNet Group,Professional Services,5830
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",4540
TOL,Toll Brothers,Household Durables,6360
TOST,Toast,Software-Infrastructure,9110
TOWN,TowneBank,Banks,2210
TPG,TPG Inc.,Asset Management,2260
TPH,TRI Pointe Homes,Household Durables,2470
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",9620
TPX,Tempur Sealy International,Household Durables,5920
TR,Tootsie Roll Industries,Food Products,3200
TREX,Trex Company,Building Products,9160
TRIP,TripAdvisor,Interactive Media & Services,3490
TRN,Trinity Industries,Machinery,2530
